Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
176;HE;Wetterau I;176897;98490;78407;0;138935;75221;2010;1678;136925;137257;38807;32419;40618;35909;11318;11680;15000;19043;3904;4905;18996;21917;0;0;4238;2812;0;1153;0;2255;0;352;1633;771;0;145;0;162;0;0;0;0;0;0;0;22;0;230;0;0;0;29;0;0;0;0;0;139;0;0;0;0;;0;2411;1915;0;114;0;0;0;0;0;50;0;0;0;39;;0;;0;0;0;0;637;0;0;0;559;0;0;0;0;0;0;0;0
177;HE;Rheingau-Taunus – Limburg;220466;118725;101741;0;172247;97656;2267;1765;169980;170482;51318;44413;48441;43708;13547;14523;18126;23745;4563;5395;24418;25328;0;0;6103;3466;0;1357;0;2772;0;195;0;661;0;159;0;178;0;0;0;0;0;0;0;24;0;245;0;0;0;36;0;0;0;0;0;186;0;0;0;0;;0;2671;2386;332;220;0;0;0;0;0;54;0;0;0;55;;0;;0;0;0;0;546;0;0;0;830;0;0;0;0;0;0;0;461
178;HE;Wiesbaden;186735;113749;72986;0;136214;69802;1607;1348;134607;134866;35375;28523;34750;33546;9192;9588;13995;18947;6652;7128;25811;26818;0;0;1602;1411;1559;1049;0;1651;0;104;742;525;0;139;0;135;0;0;0;0;0;0;0;34;0;152;0;0;0;35;0;0;123;0;472;252;0;0;0;0;;0;2327;1911;0;112;0;0;0;0;0;34;0;0;103;81;;0;;0;0;0;0;1367;0;0;1904;1324;0;0;0;0;0;0;0;0
179;HE;Hanau;176271;109146;67125;0;131412;63797;2036;1760;129376;129652;36019;29223;40291;35739;13364;13257;13106;17158;4462;4948;15995;18258;0;0;3308;2180;0;1186;0;2504;0;236;0;555;0;150;0;140;0;0;0;0;0;0;0;32;0;254;0;0;0;53;0;0;0;0;0;177;0;0;0;0;;0;1998;1549;0;85;0;0;0;0;0;49;0;0;0;35;;0;;0;0;0;0;1349;0;0;0;535;0;0;0;0;0;0;0;833
180;HE;Main-Taunus;195514;105282;90232;0;157718;86839;1782;1437;155936;156281;51985;42260;35493;34468;10588;10427;20295;26335;4272;4708;26373;26771;0;0;4179;2471;2751;1253;0;2042;0;116;0;510;0;163;0;135;0;0;0;0;0;0;0;31;0;209;0;0;0;19;0;0;0;0;0;154;0;0;0;0;;0;0;1871;0;93;0;0;0;0;0;56;0;0;0;34;;0;;0;0;0;0;1143;0;0;0;1012;0;0;0;0;0;0;0;0
181;HE;Frankfurt am Main I;201216;123893;77323;0;145010;73827;1507;1247;143503;143763;31163;25915;41604;32499;7909;7846;16369;21361;12562;10384;26922;33821;0;0;2094;1184;0;1389;0;1716;0;125;0;645;0;118;0;168;0;0;0;0;0;0;143;72;0;179;0;0;0;97;0;0;0;0;0;210;0;0;0;0;;0;2052;1597;0;133;0;0;0;0;0;35;0;0;0;39;;0;;0;0;0;0;2496;0;0;2685;1734;0;0;0;0;0;0;0;0
182;HE;Frankfurt am Main II;227207;130728;96479;0;175004;92832;1752;1353;173252;173651;38995;31660;40431;38777;7990;8188;19766;25530;10629;11901;50230;44370;0;0;2478;1512;0;1565;0;1754;0;76;0;686;0;128;0;201;0;0;0;0;0;0;186;48;0;190;0;0;0;87;0;0;0;0;0;190;0;0;0;0;;0;2547;1923;0;134;0;0;0;0;0;36;0;0;0;56;;0;;0;0;0;0;1965;0;0;0;2674;0;0;0;0;0;0;0;0
183;HE;Groß-Gerau;174082;105240;68842;0;129261;65766;1925;1677;127336;127584;35334;27301;42598;37973;10880;11246;10726;14999;5047;5394;14890;18928;0;0;3470;2478;2430;1387;0;2163;0;149;0;545;0;137;0;141;0;0;0;0;0;0;127;81;0;214;0;0;0;92;0;0;0;0;0;175;0;0;0;0;;0;1834;1462;0;157;0;0;0;0;0;56;0;0;0;39;;0;;0;0;0;0;1998;0;0;0;469;0;0;0;0;0;0;0;0
184;HE;Offenbach;219511;136880;82631;0;158052;77785;2331;2238;155721;155814;43347;35754;41035;38799;11851;12098;14828;20625;7497;7787;26229;27062;0;0;3733;2336;2029;1380;0;2242;0;127;1157;849;0;128;0;183;0;0;0;0;0;0;0;26;0;225;0;0;0;64;0;0;0;0;0;163;0;0;0;0;;0;2481;2178;0;96;0;0;0;0;0;47;0;0;0;38;;0;;0;0;0;0;2429;0;0;1534;1178;0;0;0;0;0;0;0;0
185;HE;Darmstadt;240763;131907;108856;0;188916;104426;2462;1888;186454;187028;42351;34472;51046;49273;11210;12194;17192;22256;9332;10764;44364;41948;0;0;3237;2139;3680;1984;0;2626;0;165;0;846;0;302;0;165;0;0;0;0;0;0;269;107;0;226;0;0;0;86;0;0;0;0;0;292;0;0;0;0;;0;3129;2679;0;351;0;0;0;0;0;63;0;0;0;57;;0;;0;0;0;0;1450;0;0;0;2583;0;0;0;0;0;0;0;644
186;HE;Odenwald;233901;127728;106173;0;179830;100568;3020;2704;176810;177126;49367;42857;57172;49518;14963;15983;17110;22433;5991;6333;21630;24694;0;0;5003;3322;0;1545;0;3213;0;198;0;727;0;202;0;187;0;0;0;0;0;0;0;57;0;289;0;0;0;131;0;0;0;0;0;155;0;0;0;0;;0;3699;3171;0;196;0;0;0;0;0;65;0;0;0;56;;0;;0;0;0;0;846;0;0;1602;948;0;0;0;0;0;0;0;273
187;HE;Bergstraße;197782;111233;86549;0;153176;83155;1926;1733;151250;151443;46125;37064;41124;41124;14351;14377;16175;20432;4149;4629;20955;21457;0;0;4287;2723;0;1221;0;3029;0;237;0;617;0;151;0;145;0;0;0;0;0;0;0;18;0;258;0;0;0;33;0;0;0;0;0;153;0;0;0;0;;0;2748;2465;0;176;0;0;0;0;0;63;0;0;0;47;;0;;0;0;0;0;533;951;0;0;491;0;0;0;0;0;0;0;385
906;HE;Land;4383047;2586272;1796775;0;3340639;1716891;44706;39829;3295933;3300810;909147;753512;1000129;910035;285337;290978;315712;421621;130457;142585;480535;521411;0;0;81432;56155;22769;29569;0;49047;0;4511;4917;13152;0;3683;0;3128;0;0;0;0;0;0;969;906;0;4891;0;0;233;1294;0;0;123;0;472;3551;0;0;0;0;0;0;47736;43106;1353;4412;0;0;0;0;172;1166;0;0;103;932;0;0;0;0;0;0;0;21897;951;0;7725;19268;0;0;0;0;0;0;0;5661
188;TH;Eichsfeld – Nordhausen – Kyffhäuserkreis;213593;163623;49970;0;158017;47513;2041;1852;155976;156165;41974;34804;34589;37879;35349;35028;10622;14099;16784;15357;6019;7334;0;0;4112;2936;3113;1696;0;2070;0;631;0;492;871;495;0;81;0;0;0;0;0;0;370;257;0;0;0;366;0;0;0;0;0;0;0;121;0;0;0;0;;0;2173;2025;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;214;0;0;0;280;0;0;0;0;0;0;0;0
189;TH;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;207877;154883;52994;0;152584;50923;2062;1850;150522;150734;34040;27107;36150;37766;37462;37005;8595;12854;17018;15681;5329;7311;0;0;5398;3772;2465;1621;0;2205;0;619;0;549;545;290;0;90;0;0;0;0;0;0;427;296;0;0;0;370;0;0;0;0;0;0;0;125;0;0;0;0;;0;2963;2513;0;0;0;0;0;0;0;0;0;0;130;0;;0;;0;0;0;0;223;0;0;0;337;0;0;0;0;0;0;0;0
190;TH;Jena – Sömmerda – Weimarer Land I;198697;140490;58207;0;154163;55999;1912;1588;152251;152575;28170;23869;30673;34195;29578;30263;10686;14070;25741;19505;14656;16709;0;0;6018;3712;3816;2143;0;2108;0;544;0;859;0;217;0;140;0;0;0;0;0;0;341;271;0;0;0;318;0;0;0;0;0;0;0;238;0;0;0;0;;0;2364;2349;0;0;0;0;0;0;0;0;0;0;208;0;;0;;0;0;0;0;342;0;0;0;723;0;0;0;0;0;0;0;0
191;TH;Gotha – Ilm-Kreis;190519;144998;45521;0;142566;43518;1982;1918;140584;140648;25918;21820;33085;33437;37249;36522;9494;12126;15579;15454;6498;8100;0;0;5622;3810;2783;1791;0;2168;0;437;0;759;0;162;0;133;0;0;0;0;0;0;411;235;0;0;0;405;0;0;0;0;0;0;0;173;0;0;0;0;;0;2435;2351;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;297;0;0;0;468;0;0;0;0;961;0;549;0
192;TH;Erfurt – Weimar – Weimarer Land II;217944;153339;64605;0;166604;62092;1942;1606;164662;164998;28639;23580;40185;39378;27235;26803;12309;15504;26972;23055;19483;21831;0;0;0;2162;4932;2650;0;2777;0;292;0;1203;0;298;0;196;0;0;0;0;0;0;649;345;0;0;0;438;0;0;0;0;0;0;0;236;0;0;0;0;;0;4258;3048;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;465;0;0;0;737;0;0;0;0;0;0;0;0
193;TH;Gera – Greiz – Altenburger Land;229588;179229;50357;2;168147;48164;2517;2104;165630;166043;33067;27303;36760;36326;48034;46659;14273;16212;19421;18666;6293;7331;0;0;0;2433;0;1970;0;2903;0;537;0;706;0;154;0;147;0;0;0;0;0;0;772;475;0;0;0;594;0;0;0;0;0;0;0;176;0;0;0;0;;0;2887;2727;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;355;0;0;0;369;0;0;0;0;0;0;0;4123
194;TH;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;219437;163230;56206;1;166531;53832;2037;1908;164494;164623;34489;27008;30791;35019;48177;46381;12343;15428;19968;18489;6292;7383;0;0;5143;4079;3526;2283;0;2510;0;547;0;645;451;293;0;145;0;0;0;0;0;0;462;338;0;0;0;493;0;0;0;0;0;0;0;152;0;0;0;0;;0;2852;2668;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;374;0;0;0;388;0;0;0;0;0;0;0;0
195;TH;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;230071;173712;56357;2;171108;53826;2146;1983;168962;169125;37729;27923;56791;42446;35887;44572;10686;13990;14135;18486;3615;7221;0;0;4897;4247;2247;1859;0;2232;0;496;1313;1078;848;547;0;120;0;0;0;0;0;0;443;353;0;0;0;416;0;0;0;0;0;0;0;136;0;0;0;0;;0;0;2508;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;231;0;0;0;264;0;0;0;0;0;0;0;371
916;TH;Land;1707726;1273504;434217;5;1279720;415867;16639;14809;1263081;1264911;264026;213414;299024;296446;298971;303233;89008;114283;155618;144693;68185;83220;0;0;31190;27151;22882;16013;0;18973;0;4103;1313;6291;2715;2456;0;1052;0;0;0;0;0;0;3875;2570;0;0;0;3400;0;0;0;0;0;0;0;1357;0;0;0;0;0;0;19932;20189;0;0;0;0;0;0;0;0;0;0;338;0;0;0;0;0;0;0;0;2501;0;0;0;3566;0;0;0;0;961;0;549;4494
196;RP;Neuwied;238118;122884;115234;0;181837;110321;2058;1544;179779;180293;57430;48338;54320;54018;16810;17504;15931;20751;5005;5417;16559;18930;0;0;8032;5860;2776;1746;0;2546;0;214;0;701;0;245;0;152;0;99;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;;0;2177;2286;0;0;0;0;0;0;0;0;0;0;0;70;;0;;0;0;0;0;692;545;0;0;540;0;0;0;0;0;0;0;194
197;RP;Ahrweiler;195109;96286;98823;0;148466;94410;1861;1379;146605;147087;50281;41942;44325;42303;10823;11322;12124;17484;3537;3851;15553;17685;0;0;6942;4908;0;1208;0;2021;0;145;0;673;686;331;0;124;0;107;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;;0;1878;1613;0;0;0;0;0;0;0;0;0;0;0;62;;0;;0;0;0;0;609;0;0;0;557;0;0;0;0;0;0;0;456
198;RP;Koblenz;193035;94434;98601;0;147127;94450;1815;1224;145312;145903;46073;37958;43416;42817;9753;10426;11179;16371;4054;4804;17980;21007;0;0;7028;4928;2354;1401;0;1818;0;99;0;725;614;319;0;156;0;118;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;;0;1758;1497;0;0;0;0;0;0;0;0;0;0;0;56;;0;;0;0;0;0;598;0;0;694;642;0;0;0;0;0;0;0;409
199;RP;Mosel/Rhein-Hunsrück;171102;89878;81224;0;134717;77988;2348;1455;132369;133262;45364;38664;35570;38015;10646;11061;15664;16664;0;3725;12833;12230;0;0;7609;5820;0;1099;0;1845;0;124;0;506;976;374;0;123;0;89;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;;0;2334;1770;0;0;0;0;0;0;0;0;0;0;0;51;;0;;0;0;0;0;237;0;0;1124;751;0;0;0;0;0;0;0;249
200;RP;Kreuznach;182380;100176;82204;0;138109;78939;2008;1451;136101;136658;39589;33433;44976;44259;12972;13510;9753;15704;4294;4454;9958;12903;0;0;7648;4616;1837;1182;0;2054;0;178;0;497;1718;537;0;112;0;92;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;;0;1997;1930;0;0;0;0;0;0;0;0;0;0;226;105;;0;;0;0;0;0;339;0;0;771;608;0;0;0;0;0;0;0;362
201;RP;Bitburg;163493;86632;76861;0;124449;71519;1852;1395;122597;123054;46340;37086;33632;34343;7947;8794;9011;13997;2875;3265;8512;11411;0;0;10566;8460;1619;1038;0;1473;0;107;0;364;659;356;0;70;0;77;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;;0;1436;1434;0;0;0;0;0;0;0;0;0;0;0;44;;0;;0;0;0;0;234;0;0;0;409;0;0;0;0;0;0;0;0
202;RP;Trier;190530;96207;94323;0;147171;88685;1738;1540;145433;145631;40299;34578;47942;44123;8230;9001;10135;16206;5126;5712;18939;22708;0;0;7521;5379;2174;1507;0;2003;0;114;0;538;657;363;0;144;0;116;0;0;0;0;0;30;0;0;0;0;294;0;0;0;0;0;0;179;0;0;0;0;;0;1730;1678;0;0;0;0;0;0;0;0;0;0;0;50;;0;;0;0;0;0;343;595;0;967;859;0;0;0;0;0;0;0;824
203;RP;Montabaur;210816;106980;103836;0;164165;100065;2172;1454;161993;162711;48607;43125;50975;49346;14090;14565;15101;19021;4483;4690;14176;16832;0;0;8954;6432;2887;1657;0;2424;0;193;0;588;0;223;0;139;0;104;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;;0;2384;2100;0;0;0;0;0;0;0;0;0;0;0;67;;0;;0;0;0;0;539;0;0;0;504;0;0;0;0;0;0;0;336
204;RP;Mainz;249630;112024;137606;0;202670;131977;2669;1382;200001;201288;47153;42659;49878;53889;10360;10833;14408;23178;24863;9418;37319;46183;0;0;4751;3605;1841;1600;0;2025;0;109;1118;970;1444;1029;0;219;0;171;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;486;320;0;0;0;0;;0;2093;1979;0;0;0;0;0;0;0;0;0;0;0;67;;0;;0;0;0;0;1255;0;0;2133;1741;0;0;0;0;0;0;0;2154
205;RP;Worms;212943;108015;104928;0;166636;100668;2491;1814;164145;164822;52827;37548;49748;49656;16043;17033;12966;20095;5070;5068;15949;20799;0;0;5762;4749;0;1214;0;2612;0;264;0;890;726;456;0;167;0;109;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;;0;3134;2302;0;0;0;0;0;0;0;0;0;0;0;86;;0;;0;0;0;0;627;0;0;1367;926;0;0;0;0;0;0;0;553
206;RP;Ludwigshafen/Frankenthal;210969;115495;95474;0;154911;91479;2122;1653;152789;153258;38193;33726;50108;45895;17740;18075;13688;18421;4648;4651;17061;18128;0;0;7411;4789;0;1308;0;2771;0;253;0;658;0;226;0;164;0;152;0;0;0;0;157;68;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;;0;1947;1689;0;0;0;0;0;0;0;0;0;0;193;102;;0;;0;0;0;0;1275;0;0;0;747;0;0;0;0;0;0;0;1643
207;RP;Neustadt – Speyer;219416;101723;117693;0;173828;113321;2178;1506;171650;172322;51770;41322;48158;47121;17204;17499;14624;21823;4535;4880;20869;23949;0;0;9698;6380;0;1232;0;2576;0;177;0;577;0;324;0;182;0;152;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;;0;2722;2413;0;0;0;0;0;0;0;0;0;0;0;62;;0;;0;0;0;0;512;0;0;1268;937;0;0;0;0;0;0;0;802
208;RP;Kaiserslautern;224701;123220;101481;0;169206;97148;2409;1742;166797;167464;35803;33226;56523;54460;20002;20702;11870;17242;6753;6383;14589;17611;0;0;12225;8042;2154;1641;3197;3168;0;298;0;695;0;253;0;142;0;121;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;;0;2159;2055;0;0;0;0;0;0;0;0;0;0;154;101;;0;;0;0;0;0;432;0;0;801;685;0;0;0;0;0;0;0;567
209;RP;Pirmasens;174093;93364;80729;0;132470;77212;2004;1747;130466;130723;39236;33507;39711;38261;16512;17178;9895;14374;3678;4207;7891;9877;0;0;5990;4935;1999;1496;3271;3325;0;286;0;489;0;154;0;114;0;107;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;;0;1654;1584;0;0;0;0;0;0;0;0;0;0;0;48;;0;;0;0;0;0;221;0;0;466;425;0;0;0;0;0;0;0;163
210;RP;Südpfalz;217000;101676;115324;0;171259;110802;1627;1583;169632;169676;47860;39421;47901;47028;16658;17702;17011;21120;5222;5598;19058;22882;0;0;6388;5493;1923;1515;3019;3098;0;218;0;659;582;471;0;194;0;182;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;;0;2388;2389;0;0;0;0;0;0;0;0;0;0;0;73;;0;;0;0;0;0;665;0;0;829;779;0;0;0;0;0;0;0;793
907;RP;Land;3053335;1548994;1504341;0;2357021;1438984;31352;22869;2325669;2334152;686825;576533;697183;685534;205790;215205;193360;272451;84143;76123;247246;293135;0;0;116525;84396;21564;20844;9487;35759;0;2779;1118;9530;8062;5661;0;2202;0;1796;0;0;0;0;157;469;0;0;0;0;294;0;0;0;0;0;486;2284;0;0;0;0;0;0;31791;28719;0;0;0;0;0;0;0;0;0;0;573;1044;0;0;0;0;0;0;0;8578;1140;0;10420;11110;0;0;0;0;0;0;0;9505
211;BY;Altötting;168656;85429;83227;0;129441;79404;880;681;128561;128760;0;0;14620;18309;14220;13940;9245;13298;3155;2769;11145;12248;55693;44060;13049;14857;0;872;0;1396;0;103;0;389;2509;1302;0;106;0;0;1416;881;0;0;0;19;0;165;0;0;0;15;0;0;0;0;0;94;0;0;0;53;;0;3509;3003;0;55;0;0;0;50;0;0;0;0;0;24;;0;;0;0;0;0;334;0;222;0;196;0;0;0;0;0;0;0;0
212;BY;Erding – Ebersberg;200569;85597;114971;1;168337;110558;1132;734;167205;167603;0;0;24205;25693;11448;12228;13226;20228;3355;3648;24840;24620;70656;55992;12157;13865;0;1279;0;1900;0;82;0;534;2306;1342;0;161;0;0;2054;1350;0;0;0;22;0;173;0;0;0;21;0;0;0;0;0;151;0;0;0;112;;0;2958;2857;0;92;0;0;0;59;0;0;0;0;0;30;;0;;0;0;0;0;481;0;271;0;412;0;0;0;0;0;0;0;0
213;BY;Freising;237250;106609;130640;1;194002;125391;1237;883;192765;193119;0;0;25950;29085;18042;17515;14687;21738;3898;4456;24058;26055;69689;62930;23223;18779;2165;1385;0;1881;0;108;0;554;3039;1449;910;296;0;0;1678;1068;0;0;0;19;0;218;0;0;0;20;0;0;0;0;0;185;0;0;0;88;;0;4795;3388;0;86;0;0;0;106;0;0;0;0;0;51;;0;;0;0;0;0;781;0;335;631;543;0;0;0;0;0;0;0;0
214;BY;Fürstenfeldbruck;231905;107437;124468;0;192779;119249;1489;927;191290;191852;0;0;36831;31141;13056;13209;16029;23046;3216;4192;25363;30537;72721;63944;13085;12325;2384;1274;0;2388;0;91;0;683;2122;1359;0;203;0;0;0;795;0;0;0;16;0;230;0;0;0;13;0;0;0;0;0;178;0;0;0;103;;0;5075;4102;0;90;0;0;0;72;0;0;0;0;0;44;;0;;0;0;0;0;631;0;323;1408;863;0;0;0;0;0;0;0;0
215;BY;Ingolstadt;238384;114298;124086;0;187395;118790;1167;856;186228;186539;0;0;25954;31592;17806;18694;10877;19797;4648;4450;18182;20833;83663;64577;15515;15580;2315;1295;0;1652;0;129;0;533;2438;1231;0;165;0;0;1861;1111;0;0;0;31;0;216;0;0;0;30;0;0;0;0;0;142;0;0;0;86;;0;2969;2890;0;98;0;0;0;77;0;0;0;0;0;31;;0;;0;0;0;0;643;0;294;0;362;0;0;0;0;0;0;0;0
216;BY;München-Nord;223683;102591;121089;3;175551;115313;880;649;174671;174902;0;0;38172;33241;7591;8250;19477;25953;6216;7044;42319;44861;44854;39986;3969;4396;1562;1157;2072;1504;0;30;0;488;1862;1143;324;184;0;0;563;409;0;0;60;35;0;141;0;0;0;36;0;0;41;0;0;218;0;0;402;139;;0;2540;2216;0;60;0;0;0;28;0;0;0;0;0;50;;0;;0;0;0;0;1603;0;175;2410;1555;0;0;0;0;0;0;0;237
217;BY;München-Ost;242591;111487;131100;4;193958;125177;906;687;193052;193271;0;0;38243;36106;8066;8978;18104;27112;4907;7080;42367;47647;61159;49286;5041;5052;1714;1248;2501;1762;0;45;0;654;1930;1289;0;169;0;0;579;473;0;0;0;35;0;148;0;0;0;35;0;0;51;0;0;201;0;0;0;121;;0;2432;2450;152;100;0;0;0;33;0;0;0;0;0;32;;0;;0;0;0;2526;1724;0;239;1630;1252;0;0;0;0;0;0;0;1650
218;BY;München-Süd;214606;95864;118705;37;172970;113590;841;599;172129;172371;0;0;33924;33117;7641;7910;16437;21495;6236;7669;47256;45562;46059;40585;4464;4724;2060;1299;2610;1711;0;40;0;608;2532;1306;0;197;0;0;0;357;0;0;109;44;0;145;0;0;0;45;0;0;133;0;0;172;0;0;0;165;;0;2668;2388;0;83;0;0;0;32;0;0;0;0;0;36;;0;;0;0;0;0;1000;0;184;0;1497;0;0;0;0;0;0;0;0
219;BY;München-West/Mitte;242252;104418;137830;4;198272;131989;955;647;197317;197625;0;0;39182;37513;7594;8403;19153;26401;6975;8219;53174;54303;53311;45540;5058;5036;1804;1403;3096;1796;0;46;0;614;1557;1353;365;234;0;0;0;394;0;0;0;34;0;158;0;0;0;52;0;0;72;0;0;196;0;0;391;187;;0;3059;2655;0;83;0;0;0;41;0;0;0;0;0;52;;0;;0;0;0;0;1161;0;180;2144;1571;0;0;0;0;0;0;0;382
220;BY;München-Land;234912;103834;131034;44;199333;126394;1041;723;198292;198610;0;0;30237;34189;9816;10489;18180;28696;3685;4449;40475;36817;77523;64669;7791;7612;1928;1254;2555;2054;0;54;0;659;2086;1332;0;127;0;0;1136;719;0;0;0;29;0;173;0;0;0;32;0;0;0;0;0;196;0;0;0;94;;0;2880;2805;0;87;0;0;0;51;0;0;0;0;0;44;;0;;0;0;0;0;808;0;261;0;910;0;0;0;0;0;0;0;0
221;BY;Rosenheim;237390;110521;126869;0;191410;120907;1346;849;190064;190561;0;0;22869;27406;15764;16570;17682;23049;4091;4607;26183;25962;68670;59126;16869;18261;2466;1385;0;1882;0;95;0;566;3698;1633;0;213;0;0;2584;1737;0;0;0;17;0;198;0;0;0;29;0;0;119;0;0;162;0;0;0;94;;0;9069;6075;0;129;0;0;0;77;0;0;0;0;0;27;;0;;0;0;0;0;488;0;287;0;486;0;0;0;0;0;0;0;0
222;BY;Bad Tölz-Wolfratshausen – Miesbach;166662;72071;94591;0;136106;90443;1765;750;134341;135356;0;0;15428;18276;0;10835;11636;17048;2643;2908;20829;18138;55501;46304;14146;12531;1949;918;0;1265;0;67;0;398;2077;1076;0;128;0;0;4992;1197;0;0;0;26;0;129;0;0;0;14;0;0;0;0;0;100;0;0;0;78;;0;5140;2996;0;49;0;0;0;41;0;0;0;0;0;27;;0;;0;0;0;0;323;0;176;0;308;0;0;0;0;0;0;0;0
223;BY;Starnberg – Landsberg am Lech;214828;95419;119409;0;180978;114502;1158;714;179820;180264;0;0;23985;28584;10715;11066;16585;23893;3701;4446;35809;32663;68617;57906;9035;9026;2333;1299;0;1775;0;81;0;600;1972;1293;721;265;0;0;0;847;0;0;0;12;0;199;0;0;0;24;0;0;0;0;0;128;0;0;0;88;;0;5365;4505;0;118;0;0;0;36;0;0;0;0;0;42;;0;;0;0;0;0;442;0;238;982;688;0;0;0;0;0;0;0;0
224;BY;Traunstein;208815;96351;112462;2;163876;107223;1282;817;162594;163059;0;0;27644;25190;12671;14027;12268;15747;3537;3943;17219;19985;59555;51421;18572;21369;1857;1121;0;1619;0;101;0;413;2372;1417;0;153;0;0;2160;1448;0;0;0;18;0;149;0;0;0;21;0;0;0;0;0;112;0;0;0;85;;0;4115;3699;0;135;0;0;0;64;0;0;0;0;295;56;;0;;0;0;0;0;243;0;258;0;265;0;0;0;0;0;0;0;329
